__run_id,__done,generation,model_size,task
run_44_repetition_22,DONE,3.1,8B,ReCoRD
run_58_repetition_24,DONE,3.2,3B,COPA
run_86_repetition_28,DONE,4-maverick,17B,WiC
run_63_repetition_0,DONE,3.2,3B,WSC
run_70_repetition_4,DONE,3.2,11B,WiC
run_5_repetition_27,DONE,1,6.7B,RTE
run_25_repetition_27,DONE,2,13B,CB
run_54_repetition_3,DONE,3.2,1B,WiC
run_42_repetition_16,DONE,3.1,8B,COPA
run_0_repetition_10,DONE,1,6.7B,BoolQ
run_11_repetition_25,DONE,1,13B,MultiRC
run_83_repetition_22,DONE,4-maverick,17B,MultiRC
run_82_repetition_5,DONE,4-maverick,17B,COPA
run_2_repetition_23,DONE,1,6.7B,COPA
run_76_repetition_14,DONE,4-scout,17B,ReCoRD
run_74_repetition_4,DONE,4-scout,17B,COPA
run_86_repetition_27,DONE,4-maverick,17B,WiC
run_85_repetition_13,DONE,4-maverick,17B,RTE
run_40_repetition_26,DONE,3.1,8B,BoolQ
run_34_repetition_21,DONE,3,8B,COPA
run_30_repetition_18,DONE,2,13B,WiC
run_0_repetition_27,DONE,1,6.7B,BoolQ
run_66_repetition_27,DONE,3.2,11B,COPA
run_4_repetition_8,DONE,1,6.7B,ReCoRD
run_87_repetition_28,DONE,4-maverick,17B,WSC
run_86_repetition_12,DONE,4-maverick,17B,WiC
run_23_repetition_19,DONE,2,6.7B,WSC
run_83_repetition_1,DONE,4-maverick,17B,MultiRC
run_71_repetition_8,DONE,3.2,11B,WSC
run_15_repetition_2,DONE,1,13B,WSC
run_5_repetition_11,DONE,1,6.7B,RTE
run_10_repetition_15,DONE,1,13B,COPA
run_72_repetition_20,DONE,4-scout,17B,BoolQ
run_82_repetition_20,DONE,4-maverick,17B,COPA
run_68_repetition_13,DONE,3.2,11B,ReCoRD
run_47_repetition_4,DONE,3.1,8B,WSC
run_11_repetition_20,DONE,1,13B,MultiRC
run_50_repetition_19,DONE,3.2,1B,COPA
run_48_repetition_0,DONE,3.2,1B,BoolQ
run_76_repetition_2,DONE,4-scout,17B,ReCoRD
run_54_repetition_23,DONE,3.2,1B,WiC
run_79_repetition_28,DONE,4-scout,17B,WSC
run_17_repetition_0,DONE,2,6.7B,CB
run_45_repetition_2,DONE,3.1,8B,RTE
run_60_repetition_14,DONE,3.2,3B,ReCoRD
run_73_repetition_29,DONE,4-scout,17B,CB
run_1_repetition_17,DONE,1,6.7B,CB
run_14_repetition_4,DONE,1,13B,WiC
run_22_repetition_20,DONE,2,6.7B,WiC
run_6_repetition_20,DONE,1,6.7B,WiC
run_87_repetition_17,DONE,4-maverick,17B,WSC
run_83_repetition_13,DONE,4-maverick,17B,MultiRC
run_39_repetition_14,DONE,3,8B,WSC
run_56_repetition_23,DONE,3.2,3B,BoolQ
run_68_repetition_26,DONE,3.2,11B,ReCoRD
run_11_repetition_29,DONE,1,13B,MultiRC
run_32_repetition_28,DONE,3,8B,BoolQ
run_30_repetition_1,DONE,2,13B,WiC
run_48_repetition_17,DONE,3.2,1B,BoolQ
run_42_repetition_21,DONE,3.1,8B,COPA
run_70_repetition_9,DONE,3.2,11B,WiC
run_24_repetition_3,DONE,2,13B,BoolQ
run_58_repetition_0,DONE,3.2,3B,COPA
run_67_repetition_4,DONE,3.2,11B,MultiRC
run_39_repetition_16,DONE,3,8B,WSC
run_57_repetition_4,DONE,3.2,3B,CB
run_29_repetition_22,DONE,2,13B,RTE
run_51_repetition_16,DONE,3.2,1B,MultiRC
run_77_repetition_9,DONE,4-scout,17B,RTE
run_71_repetition_19,DONE,3.2,11B,WSC
run_47_repetition_13,DONE,3.1,8B,WSC
run_83_repetition_15,DONE,4-maverick,17B,MultiRC
run_76_repetition_8,DONE,4-scout,17B,ReCoRD
run_46_repetition_4,DONE,3.1,8B,WiC
run_1_repetition_28,DONE,1,6.7B,CB
run_43_repetition_6,DONE,3.1,8B,MultiRC
run_31_repetition_11,DONE,2,13B,WSC
run_71_repetition_21,DONE,3.2,11B,WSC
run_49_repetition_4,DONE,3.2,1B,CB
run_0_repetition_14,DONE,1,6.7B,BoolQ
run_65_repetition_17,DONE,3.2,11B,CB
run_52_repetition_8,DONE,3.2,1B,ReCoRD
run_44_repetition_23,DONE,3.1,8B,ReCoRD
run_46_repetition_10,DONE,3.1,8B,WiC
run_30_repetition_28,DONE,2,13B,WiC
run_73_repetition_9,DONE,4-scout,17B,CB
run_60_repetition_13,DONE,3.2,3B,ReCoRD
run_4_repetition_19,DONE,1,6.7B,ReCoRD
run_68_repetition_18,DONE,3.2,11B,ReCoRD
run_74_repetition_0,DONE,4-scout,17B,COPA
run_75_repetition_11,DONE,4-scout,17B,MultiRC
run_22_repetition_17,DONE,2,6.7B,WiC
run_83_repetition_10,DONE,4-maverick,17B,MultiRC
run_19_repetition_18,DONE,2,6.7B,MultiRC
run_9_repetition_19,DONE,1,13B,CB
run_33_repetition_15,DONE,3,8B,CB
run_20_repetition_25,DONE,2,6.7B,ReCoRD
run_22_repetition_12,DONE,2,6.7B,WiC
run_82_repetition_9,DONE,4-maverick,17B,COPA
run_32_repetition_0,DONE,3,8B,BoolQ
run_85_repetition_12,DONE,4-maverick,17B,RTE
run_59_repetition_2,DONE,3.2,3B,MultiRC
run_53_repetition_19,DONE,3.2,1B,RTE
run_22_repetition_4,DONE,2,6.7B,WiC
run_74_repetition_28,DONE,4-scout,17B,COPA
run_42_repetition_15,DONE,3.1,8B,COPA
run_62_repetition_0,DONE,3.2,3B,WiC
run_48_repetition_11,DONE,3.2,1B,BoolQ
run_42_repetition_4,DONE,3.1,8B,COPA
run_41_repetition_11,DONE,3.1,8B,CB
run_18_repetition_10,DONE,2,6.7B,COPA
run_70_repetition_0,DONE,3.2,11B,WiC
run_11_repetition_17,DONE,1,13B,MultiRC
run_37_repetition_28,DONE,3,8B,RTE
run_35_repetition_29,DONE,3,8B,MultiRC
run_53_repetition_17,DONE,3.2,1B,RTE
run_45_repetition_1,DONE,3.1,8B,RTE
run_47_repetition_3,DONE,3.1,8B,WSC
run_45_repetition_25,DONE,3.1,8B,RTE
run_52_repetition_4,DONE,3.2,1B,ReCoRD
run_34_repetition_15,DONE,3,8B,COPA
run_68_repetition_21,DONE,3.2,11B,ReCoRD
run_53_repetition_3,DONE,3.2,1B,RTE
run_52_repetition_10,DONE,3.2,1B,ReCoRD
run_3_repetition_0,DONE,1,6.7B,MultiRC
run_1_repetition_14,DONE,1,6.7B,CB
run_84_repetition_5,DONE,4-maverick,17B,ReCoRD
run_62_repetition_2,DONE,3.2,3B,WiC
run_1_repetition_7,DONE,1,6.7B,CB
run_44_repetition_21,DONE,3.1,8B,ReCoRD
run_55_repetition_29,DONE,3.2,1B,WSC
run_80_repetition_4,DONE,4-maverick,17B,BoolQ
run_69_repetition_3,DONE,3.2,11B,RTE
run_86_repetition_11,DONE,4-maverick,17B,WiC
run_68_repetition_19,DONE,3.2,11B,ReCoRD
run_27_repetition_11,DONE,2,13B,MultiRC
run_36_repetition_14,DONE,3,8B,ReCoRD
run_32_repetition_6,DONE,3,8B,BoolQ
run_25_repetition_21,DONE,2,13B,CB
run_47_repetition_17,DONE,3.1,8B,WSC
run_57_repetition_0,DONE,3.2,3B,CB
run_29_repetition_23,DONE,2,13B,RTE
run_39_repetition_5,DONE,3,8B,WSC
run_17_repetition_28,DONE,2,6.7B,CB
run_76_repetition_27,DONE,4-scout,17B,ReCoRD
run_41_repetition_24,DONE,3.1,8B,CB
run_67_repetition_2,DONE,3.2,11B,MultiRC
run_10_repetition_17,DONE,1,13B,COPA
run_35_repetition_16,DONE,3,8B,MultiRC
run_52_repetition_3,DONE,3.2,1B,ReCoRD
run_63_repetition_29,DONE,3.2,3B,WSC
run_21_repetition_27,DONE,2,6.7B,RTE
run_7_repetition_10,DONE,1,6.7B,WSC
run_12_repetition_12,DONE,1,13B,ReCoRD
run_83_repetition_21,DONE,4-maverick,17B,MultiRC
run_36_repetition_26,DONE,3,8B,ReCoRD
run_82_repetition_10,DONE,4-maverick,17B,COPA
run_14_repetition_27,DONE,1,13B,WiC
run_18_repetition_21,DONE,2,6.7B,COPA
run_54_repetition_17,DONE,3.2,1B,WiC
run_35_repetition_19,DONE,3,8B,MultiRC
run_24_repetition_29,DONE,2,13B,BoolQ
run_43_repetition_22,DONE,3.1,8B,MultiRC
run_18_repetition_2,DONE,2,6.7B,COPA
run_85_repetition_26,DONE,4-maverick,17B,RTE
run_86_repetition_7,DONE,4-maverick,17B,WiC
run_14_repetition_8,DONE,1,13B,WiC
run_53_repetition_13,DONE,3.2,1B,RTE
run_27_repetition_6,DONE,2,13B,MultiRC
run_14_repetition_24,DONE,1,13B,WiC
run_42_repetition_20,DONE,3.1,8B,COPA
run_2_repetition_20,DONE,1,6.7B,COPA
run_70_repetition_8,DONE,3.2,11B,WiC
run_47_repetition_25,DONE,3.1,8B,WSC
run_18_repetition_13,DONE,2,6.7B,COPA
run_85_repetition_4,DONE,4-maverick,17B,RTE
run_18_repetition_11,DONE,2,6.7B,COPA
run_3_repetition_13,DONE,1,6.7B,MultiRC
run_65_repetition_28,DONE,3.2,11B,CB
run_52_repetition_26,DONE,3.2,1B,ReCoRD
run_46_repetition_26,DONE,3.1,8B,WiC
run_22_repetition_6,DONE,2,6.7B,WiC
run_10_repetition_10,DONE,1,13B,COPA
run_65_repetition_8,DONE,3.2,11B,CB
run_15_repetition_11,DONE,1,13B,WSC
run_40_repetition_17,DONE,3.1,8B,BoolQ
run_4_repetition_0,DONE,1,6.7B,ReCoRD
run_65_repetition_10,DONE,3.2,11B,CB
run_37_repetition_22,DONE,3,8B,RTE
run_80_repetition_27,DONE,4-maverick,17B,BoolQ
run_23_repetition_22,DONE,2,6.7B,WSC
run_43_repetition_7,DONE,3.1,8B,MultiRC
run_65_repetition_12,DONE,3.2,11B,CB
run_41_repetition_8,DONE,3.1,8B,CB
run_25_repetition_5,DONE,2,13B,CB
run_78_repetition_22,DONE,4-scout,17B,WiC
run_52_repetition_13,DONE,3.2,1B,ReCoRD
run_80_repetition_28,DONE,4-maverick,17B,BoolQ
run_87_repetition_6,DONE,4-maverick,17B,WSC
run_64_repetition_5,DONE,3.2,11B,BoolQ
run_47_repetition_26,DONE,3.1,8B,WSC
run_40_repetition_9,DONE,3.1,8B,BoolQ
run_18_repetition_4,DONE,2,6.7B,COPA
run_18_repetition_1,DONE,2,6.7B,COPA
run_32_repetition_9,DONE,3,8B,BoolQ
run_68_repetition_7,DONE,3.2,11B,ReCoRD
run_25_repetition_8,DONE,2,13B,CB
run_5_repetition_28,DONE,1,6.7B,RTE
run_0_repetition_18,DONE,1,6.7B,BoolQ
run_48_repetition_5,DONE,3.2,1B,BoolQ
run_53_repetition_6,DONE,3.2,1B,RTE
run_25_repetition_25,DONE,2,13B,CB
run_87_repetition_1,DONE,4-maverick,17B,WSC
run_48_repetition_15,DONE,3.2,1B,BoolQ
run_67_repetition_24,DONE,3.2,11B,MultiRC
run_74_repetition_10,DONE,4-scout,17B,COPA
run_20_repetition_22,DONE,2,6.7B,ReCoRD
run_35_repetition_12,DONE,3,8B,MultiRC
run_48_repetition_1,DONE,3.2,1B,BoolQ
run_69_repetition_25,DONE,3.2,11B,RTE
run_69_repetition_1,DONE,3.2,11B,RTE
run_47_repetition_0,DONE,3.1,8B,WSC
run_30_repetition_26,DONE,2,13B,WiC
run_60_repetition_11,DONE,3.2,3B,ReCoRD
run_48_repetition_29,DONE,3.2,1B,BoolQ
run_14_repetition_0,DONE,1,13B,WiC
run_64_repetition_24,DONE,3.2,11B,BoolQ
run_74_repetition_25,DONE,4-scout,17B,COPA
run_5_repetition_8,DONE,1,6.7B,RTE
run_71_repetition_24,DONE,3.2,11B,WSC
run_68_repetition_17,DONE,3.2,11B,ReCoRD
run_55_repetition_16,DONE,3.2,1B,WSC
run_44_repetition_9,DONE,3.1,8B,ReCoRD
run_39_repetition_12,DONE,3,8B,WSC
run_79_repetition_1,DONE,4-scout,17B,WSC
run_63_repetition_20,DONE,3.2,3B,WSC
run_40_repetition_21,DONE,3.1,8B,BoolQ
run_40_repetition_20,DONE,3.1,8B,BoolQ
run_69_repetition_24,DONE,3.2,11B,RTE
run_51_repetition_28,DONE,3.2,1B,MultiRC
run_10_repetition_18,DONE,1,13B,COPA
run_67_repetition_10,DONE,3.2,11B,MultiRC
run_71_repetition_10,DONE,3.2,11B,WSC
run_75_repetition_7,DONE,4-scout,17B,MultiRC
run_48_repetition_20,DONE,3.2,1B,BoolQ
run_74_repetition_12,DONE,4-scout,17B,COPA
run_24_repetition_15,DONE,2,13B,BoolQ
run_16_repetition_10,DONE,2,6.7B,BoolQ
run_86_repetition_21,DONE,4-maverick,17B,WiC
run_16_repetition_13,DONE,2,6.7B,BoolQ
run_46_repetition_13,DONE,3.1,8B,WiC
run_77_repetition_12,DONE,4-scout,17B,RTE
run_52_repetition_22,DONE,3.2,1B,ReCoRD
run_37_repetition_23,DONE,3,8B,RTE
run_9_repetition_17,DONE,1,13B,CB
run_73_repetition_22,DONE,4-scout,17B,CB
run_18_repetition_5,DONE,2,6.7B,COPA
run_17_repetition_4,DONE,2,6.7B,CB
run_2_repetition_9,DONE,1,6.7B,COPA
run_75_repetition_28,DONE,4-scout,17B,MultiRC
run_72_repetition_22,DONE,4-scout,17B,BoolQ
run_12_repetition_5,DONE,1,13B,ReCoRD
run_26_repetition_23,DONE,2,13B,COPA
run_73_repetition_2,DONE,4-scout,17B,CB
run_35_repetition_26,DONE,3,8B,MultiRC
run_72_repetition_3,DONE,4-scout,17B,BoolQ
run_28_repetition_20,DONE,2,13B,ReCoRD
run_35_repetition_8,DONE,3,8B,MultiRC
run_42_repetition_23,DONE,3.1,8B,COPA
run_18_repetition_15,DONE,2,6.7B,COPA
run_36_repetition_11,DONE,3,8B,ReCoRD
run_77_repetition_4,DONE,4-scout,17B,RTE
run_69_repetition_2,DONE,3.2,11B,RTE
run_64_repetition_18,DONE,3.2,11B,BoolQ
run_14_repetition_7,DONE,1,13B,WiC
run_60_repetition_8,DONE,3.2,3B,ReCoRD
run_17_repetition_15,DONE,2,6.7B,CB
run_37_repetition_3,DONE,3,8B,RTE
run_44_repetition_16,DONE,3.1,8B,ReCoRD
run_33_repetition_11,DONE,3,8B,CB
run_60_repetition_16,DONE,3.2,3B,ReCoRD
run_3_repetition_11,DONE,1,6.7B,MultiRC
run_36_repetition_2,DONE,3,8B,ReCoRD
run_64_repetition_3,DONE,3.2,11B,BoolQ
run_65_repetition_18,DONE,3.2,11B,CB
run_87_repetition_10,DONE,4-maverick,17B,WSC
run_64_repetition_6,DONE,3.2,11B,BoolQ
run_36_repetition_8,DONE,3,8B,ReCoRD
run_83_repetition_28,DONE,4-maverick,17B,MultiRC
run_40_repetition_3,DONE,3.1,8B,BoolQ
run_43_repetition_27,DONE,3.1,8B,MultiRC
run_37_repetition_14,DONE,3,8B,RTE
run_71_repetition_1,DONE,3.2,11B,WSC
run_64_repetition_8,DONE,3.2,11B,BoolQ
run_0_repetition_0,DONE,1,6.7B,BoolQ
run_70_repetition_18,DONE,3.2,11B,WiC
run_80_repetition_6,DONE,4-maverick,17B,BoolQ
run_77_repetition_29,DONE,4-scout,17B,RTE
run_1_repetition_0,DONE,1,6.7B,CB
run_87_repetition_13,DONE,4-maverick,17B,WSC
run_74_repetition_16,DONE,4-scout,17B,COPA
run_20_repetition_29,DONE,2,6.7B,ReCoRD
run_56_repetition_11,DONE,3.2,3B,BoolQ
run_49_repetition_2,DONE,3.2,1B,CB
run_16_repetition_21,DONE,2,6.7B,BoolQ
run_27_repetition_13,DONE,2,13B,MultiRC
run_52_repetition_21,DONE,3.2,1B,ReCoRD
run_71_repetition_14,DONE,3.2,11B,WSC
run_27_repetition_24,DONE,2,13B,MultiRC
run_65_repetition_25,DONE,3.2,11B,CB
run_30_repetition_27,DONE,2,13B,WiC
run_16_repetition_22,DONE,2,6.7B,BoolQ
run_74_repetition_2,DONE,4-scout,17B,COPA
run_67_repetition_9,DONE,3.2,11B,MultiRC
run_30_repetition_15,DONE,2,13B,WiC
run_23_repetition_15,DONE,2,6.7B,WSC
run_15_repetition_13,DONE,1,13B,WSC
run_15_repetition_21,DONE,1,13B,WSC
run_19_repetition_29,DONE,2,6.7B,MultiRC
run_68_repetition_9,DONE,3.2,11B,ReCoRD
run_18_repetition_29,DONE,2,6.7B,COPA
run_8_repetition_9,DONE,1,13B,BoolQ
run_60_repetition_19,DONE,3.2,3B,ReCoRD
run_15_repetition_24,DONE,1,13B,WSC
run_20_repetition_9,DONE,2,6.7B,ReCoRD
run_76_repetition_11,DONE,4-scout,17B,ReCoRD
run_71_repetition_6,DONE,3.2,11B,WSC
run_74_repetition_3,DONE,4-scout,17B,COPA
run_22_repetition_19,DONE,2,6.7B,WiC
run_29_repetition_9,DONE,2,13B,RTE
run_82_repetition_15,DONE,4-maverick,17B,COPA
run_57_repetition_19,DONE,3.2,3B,CB
run_24_repetition_25,DONE,2,13B,BoolQ
run_64_repetition_0,DONE,3.2,11B,BoolQ
run_79_repetition_19,DONE,4-scout,17B,WSC
run_34_repetition_12,DONE,3,8B,COPA
run_30_repetition_23,DONE,2,13B,WiC
run_20_repetition_16,DONE,2,6.7B,ReCoRD
run_54_repetition_22,DONE,3.2,1B,WiC
run_38_repetition_13,DONE,3,8B,WiC
run_16_repetition_18,DONE,2,6.7B,BoolQ
run_65_repetition_27,DONE,3.2,11B,CB
run_40_repetition_27,DONE,3.1,8B,BoolQ
run_27_repetition_15,DONE,2,13B,MultiRC
run_23_repetition_1,DONE,2,6.7B,WSC
run_63_repetition_14,DONE,3.2,3B,WSC
run_34_repetition_9,DONE,3,8B,COPA
run_85_repetition_24,DONE,4-maverick,17B,RTE
run_40_repetition_28,DONE,3.1,8B,BoolQ
run_39_repetition_17,DONE,3,8B,WSC
run_44_repetition_15,DONE,3.1,8B,ReCoRD
run_38_repetition_27,DONE,3,8B,WiC
run_58_repetition_16,DONE,3.2,3B,COPA
run_38_repetition_3,DONE,3,8B,WiC
run_55_repetition_2,DONE,3.2,1B,WSC
run_29_repetition_15,DONE,2,13B,RTE
run_74_repetition_23,DONE,4-scout,17B,COPA
run_2_repetition_19,DONE,1,6.7B,COPA
run_29_repetition_20,DONE,2,13B,RTE
run_78_repetition_0,DONE,4-scout,17B,WiC
run_70_repetition_11,DONE,3.2,11B,WiC
run_50_repetition_18,DONE,3.2,1B,COPA
run_42_repetition_8,DONE,3.1,8B,COPA
run_65_repetition_19,DONE,3.2,11B,CB
run_85_repetition_10,DONE,4-maverick,17B,RTE
run_30_repetition_5,DONE,2,13B,WiC
run_83_repetition_26,DONE,4-maverick,17B,MultiRC
run_82_repetition_22,DONE,4-maverick,17B,COPA
run_7_repetition_26,DONE,1,6.7B,WSC
run_31_repetition_7,DONE,2,13B,WSC
run_36_repetition_28,DONE,3,8B,ReCoRD
run_33_repetition_10,DONE,3,8B,CB
run_70_repetition_6,DONE,3.2,11B,WiC
run_41_repetition_9,DONE,3.1,8B,CB
run_49_repetition_21,DONE,3.2,1B,CB
run_61_repetition_0,DONE,3.2,3B,RTE
run_36_repetition_12,DONE,3,8B,ReCoRD
run_47_repetition_9,DONE,3.1,8B,WSC
run_46_repetition_0,DONE,3.1,8B,WiC
run_57_repetition_12,DONE,3.2,3B,CB
run_20_repetition_2,DONE,2,6.7B,ReCoRD
run_63_repetition_9,DONE,3.2,3B,WSC
run_57_repetition_20,DONE,3.2,3B,CB
run_68_repetition_3,DONE,3.2,11B,ReCoRD
run_39_repetition_2,DONE,3,8B,WSC
run_48_repetition_27,DONE,3.2,1B,BoolQ
run_58_repetition_6,DONE,3.2,3B,COPA
run_11_repetition_21,DONE,1,13B,MultiRC
run_28_repetition_23,DONE,2,13B,ReCoRD
run_68_repetition_22,DONE,3.2,11B,ReCoRD
run_75_repetition_19,DONE,4-scout,17B,MultiRC
run_73_repetition_11,DONE,4-scout,17B,CB
run_4_repetition_5,DONE,1,6.7B,ReCoRD
run_31_repetition_23,DONE,2,13B,WSC
run_84_repetition_18,DONE,4-maverick,17B,ReCoRD
run_41_repetition_6,DONE,3.1,8B,CB
run_75_repetition_3,DONE,4-scout,17B,MultiRC
run_21_repetition_2,DONE,2,6.7B,RTE
run_80_repetition_12,DONE,4-maverick,17B,BoolQ
run_62_repetition_22,DONE,3.2,3B,WiC
run_4_repetition_4,DONE,1,6.7B,ReCoRD
run_40_repetition_23,DONE,3.1,8B,BoolQ
run_11_repetition_26,DONE,1,13B,MultiRC
run_11_repetition_22,DONE,1,13B,MultiRC
run_10_repetition_26,DONE,1,13B,COPA
run_32_repetition_8,DONE,3,8B,BoolQ
run_49_repetition_12,DONE,3.2,1B,CB
run_22_repetition_2,DONE,2,6.7B,WiC
run_11_repetition_15,DONE,1,13B,MultiRC
run_49_repetition_23,DONE,3.2,1B,CB
run_4_repetition_21,DONE,1,6.7B,ReCoRD
run_8_repetition_17,DONE,1,13B,BoolQ
run_41_repetition_1,DONE,3.1,8B,CB
run_27_repetition_19,DONE,2,13B,MultiRC
run_81_repetition_1,DONE,4-maverick,17B,CB
run_73_repetition_14,DONE,4-scout,17B,CB
run_33_repetition_23,DONE,3,8B,CB
run_0_repetition_1,DONE,1,6.7B,BoolQ
run_78_repetition_27,DONE,4-scout,17B,WiC
run_28_repetition_18,DONE,2,13B,ReCoRD
run_64_repetition_9,DONE,3.2,11B,BoolQ
run_76_repetition_24,DONE,4-scout,17B,ReCoRD
run_7_repetition_29,DONE,1,6.7B,WSC
run_20_repetition_6,DONE,2,6.7B,ReCoRD
run_45_repetition_13,DONE,3.1,8B,RTE
run_47_repetition_11,DONE,3.1,8B,WSC
run_76_repetition_20,DONE,4-scout,17B,ReCoRD
run_35_repetition_11,DONE,3,8B,MultiRC
run_2_repetition_28,DONE,1,6.7B,COPA
run_49_repetition_29,DONE,3.2,1B,CB
run_43_repetition_24,DONE,3.1,8B,MultiRC
run_8_repetition_15,DONE,1,13B,BoolQ
run_12_repetition_10,DONE,1,13B,ReCoRD
run_32_repetition_3,DONE,3,8B,BoolQ
run_7_repetition_6,DONE,1,6.7B,WSC
run_9_repetition_2,DONE,1,13B,CB
run_47_repetition_24,DONE,3.1,8B,WSC
run_86_repetition_19,DONE,4-maverick,17B,WiC
run_7_repetition_23,DONE,1,6.7B,WSC
run_82_repetition_14,DONE,4-maverick,17B,COPA
run_13_repetition_17,DONE,1,13B,RTE
run_14_repetition_18,DONE,1,13B,WiC
run_64_repetition_12,DONE,3.2,11B,BoolQ
run_29_repetition_7,DONE,2,13B,RTE
run_58_repetition_19,DONE,3.2,3B,COPA
run_25_repetition_2,DONE,2,13B,CB
run_67_repetition_26,DONE,3.2,11B,MultiRC
run_28_repetition_3,DONE,2,13B,ReCoRD
run_84_repetition_14,DONE,4-maverick,17B,ReCoRD
run_65_repetition_0,DONE,3.2,11B,CB
run_5_repetition_14,DONE,1,6.7B,RTE
run_62_repetition_15,DONE,3.2,3B,WiC
run_37_repetition_11,DONE,3,8B,RTE
run_28_repetition_2,DONE,2,13B,ReCoRD
run_48_repetition_24,DONE,3.2,1B,BoolQ
run_54_repetition_5,DONE,3.2,1B,WiC
run_60_repetition_26,DONE,3.2,3B,ReCoRD
run_7_repetition_20,DONE,1,6.7B,WSC
run_68_repetition_5,DONE,3.2,11B,ReCoRD
run_2_repetition_1,DONE,1,6.7B,COPA
run_20_repetition_1,DONE,2,6.7B,ReCoRD
run_41_repetition_23,DONE,3.1,8B,CB
run_63_repetition_27,DONE,3.2,3B,WSC
run_39_repetition_13,DONE,3,8B,WSC
run_9_repetition_6,DONE,1,13B,CB
run_55_repetition_24,DONE,3.2,1B,WSC
run_27_repetition_5,DONE,2,13B,MultiRC
run_24_repetition_13,DONE,2,13B,BoolQ
run_24_repetition_10,DONE,2,13B,BoolQ
run_61_repetition_15,DONE,3.2,3B,RTE
run_11_repetition_12,DONE,1,13B,MultiRC
run_8_repetition_1,DONE,1,13B,BoolQ
run_70_repetition_10,DONE,3.2,11B,WiC
run_17_repetition_14,DONE,2,6.7B,CB
run_24_repetition_0,DONE,2,13B,BoolQ
run_81_repetition_5,DONE,4-maverick,17B,CB
run_14_repetition_12,DONE,1,13B,WiC
run_81_repetition_19,DONE,4-maverick,17B,CB
run_74_repetition_1,DONE,4-scout,17B,COPA
run_54_repetition_1,DONE,3.2,1B,WiC
run_14_repetition_13,DONE,1,13B,WiC
run_45_repetition_24,DONE,3.1,8B,RTE
run_84_repetition_21,DONE,4-maverick,17B,ReCoRD
run_52_repetition_6,DONE,3.2,1B,ReCoRD
run_77_repetition_26,DONE,4-scout,17B,RTE
run_9_repetition_11,DONE,1,13B,CB
run_54_repetition_29,DONE,3.2,1B,WiC
run_82_repetition_16,DONE,4-maverick,17B,COPA
run_57_repetition_14,DONE,3.2,3B,CB
run_44_repetition_28,DONE,3.1,8B,ReCoRD
run_23_repetition_24,DONE,2,6.7B,WSC
run_87_repetition_29,DONE,4-maverick,17B,WSC
run_28_repetition_4,DONE,2,13B,ReCoRD
run_80_repetition_19,DONE,4-maverick,17B,BoolQ
run_1_repetition_9,DONE,1,6.7B,CB
run_34_repetition_28,DONE,3,8B,COPA
run_58_repetition_10,DONE,3.2,3B,COPA
run_41_repetition_22,DONE,3.1,8B,CB
run_46_repetition_29,DONE,3.1,8B,WiC
run_60_repetition_15,DONE,3.2,3B,ReCoRD
run_66_repetition_8,DONE,3.2,11B,COPA
run_0_repetition_24,DONE,1,6.7B,BoolQ
run_61_repetition_27,DONE,3.2,3B,RTE
run_59_repetition_13,DONE,3.2,3B,MultiRC
run_0_repetition_2,DONE,1,6.7B,BoolQ
run_59_repetition_5,DONE,3.2,3B,MultiRC
run_50_repetition_25,DONE,3.2,1B,COPA
run_69_repetition_15,DONE,3.2,11B,RTE
run_48_repetition_14,DONE,3.2,1B,BoolQ
run_74_repetition_21,DONE,4-scout,17B,COPA
run_86_repetition_18,DONE,4-maverick,17B,WiC
run_29_repetition_13,DONE,2,13B,RTE
run_71_repetition_18,DONE,3.2,11B,WSC
run_79_repetition_21,DONE,4-scout,17B,WSC
run_19_repetition_6,DONE,2,6.7B,MultiRC
run_80_repetition_14,DONE,4-maverick,17B,BoolQ
run_71_repetition_0,DONE,3.2,11B,WSC
run_45_repetition_10,DONE,3.1,8B,RTE
run_77_repetition_20,DONE,4-scout,17B,RTE
run_32_repetition_27,DONE,3,8B,BoolQ
run_48_repetition_18,DONE,3.2,1B,BoolQ
run_30_repetition_7,DONE,2,13B,WiC
run_40_repetition_11,DONE,3.1,8B,BoolQ
run_54_repetition_9,DONE,3.2,1B,WiC
run_62_repetition_25,DONE,3.2,3B,WiC
run_1_repetition_5,DONE,1,6.7B,CB
run_22_repetition_5,DONE,2,6.7B,WiC
run_6_repetition_9,DONE,1,6.7B,WiC
run_72_repetition_16,DONE,4-scout,17B,BoolQ
run_41_repetition_15,DONE,3.1,8B,CB
run_82_repetition_25,DONE,4-maverick,17B,COPA
run_1_repetition_11,DONE,1,6.7B,CB
run_26_repetition_28,DONE,2,13B,COPA
run_82_repetition_6,DONE,4-maverick,17B,COPA
run_15_repetition_26,DONE,1,13B,WSC
run_62_repetition_18,DONE,3.2,3B,WiC
run_67_repetition_23,DONE,3.2,11B,MultiRC
run_51_repetition_12,DONE,3.2,1B,MultiRC
run_77_repetition_13,DONE,4-scout,17B,RTE
run_35_repetition_3,DONE,3,8B,MultiRC
run_16_repetition_5,DONE,2,6.7B,BoolQ
run_62_repetition_27,DONE,3.2,3B,WiC
run_53_repetition_2,DONE,3.2,1B,RTE
run_66_repetition_16,DONE,3.2,11B,COPA
run_33_repetition_9,DONE,3,8B,CB
run_17_repetition_9,DONE,2,6.7B,CB
